Date,City,Customer type,Gender,Product line,Quantity,Tax 5%,Total,Payment,gross margin percentage,gross income,Rating,Hours,month,Days
2019-03-09,Yangon,Normal,Male,Sports and travel,2,6.09,127.83,Ewallet,4.76,6.09,8.7,12-15 PM,March,week2
2019-03-14,Mandalay,Member,Male,Health and beauty,10,41.29,867.09,Cash,4.76,41.29,5.0,12-15 PM,March,week2
2019-01-25,Yangon,Member,Male,Home and lifestyle,3,8.0,167.9,Ewallet,4.76,8.0,7.5,12-15 PM,January,week4
2019-01-26,Yangon,Normal,Female,Fashion accessories,1,0.6,12.69,Credit card,4.76,0.6,8.2,15-18 PM,January,week4
2019-01-19,Yangon,Normal,Male,Sports and travel,10,32.1,674.0,Credit card,4.76,32.1,6.7,12-15 PM,January,week3
2019-03-05,Yangon,Normal,Male,Electronic accessories,3,11.75,246.68,Ewallet,4.76,11.75,5.4,15-18 PM,March,week1
2019-01-15,Yangon,Member,Male,Food and beverages,2,8.38,175.92,Credit card,4.76,8.38,7.0,9-12 AM,January,week3
2019-03-18,Mandalay,Normal,Male,Home and lifestyle,3,14.96,314.06,Ewallet,4.76,14.96,4.7,9-12 AM,March,week3
2019-03-20,Mandalay,Member,Male,Food and beverages,3,11.99,251.72,Credit card,4.76,11.99,5.0,18-21 PM,March,week3
2019-01-15,Mandalay,Member,Male,Health and beauty,10,33.24,697.94,Credit card,4.76,33.24,5.0,12-15 PM,January,week3
2019-03-03,Yangon,Normal,Male,Health and beauty,7,10.13,212.78,Credit card,4.76,10.13,6.0,18-21 PM,March,week1
2019-03-19,Naypyitaw,Normal,Female,Electronic accessories,1,2.31,48.51,Cash,4.76,2.31,6.3,9-12 AM,March,week3
2019-03-08,Mandalay,Member,Female,Food and beverages,5,4.41,92.56,Cash,4.76,4.41,8.5,12-15 PM,March,week2
2019-02-27,Mandalay,Normal,Male,Fashion accessories,3,7.86,165.12,Ewallet,4.76,7.86,7.5,15-18 PM,February,week4
2019-02-23,Mandalay,Member,Female,Food and beverages,3,14.82,311.19,Ewallet,4.76,14.82,6.4,18-21 PM,February,week4
2019-03-19,Naypyitaw,Member,Female,Electronic accessories,8,35.42,743.82,Ewallet,4.76,35.42,4.7,12-15 PM,March,week3
2019-03-27,Mandalay,Member,Male,Electronic accessories,2,5.57,116.91,Ewallet,4.76,5.57,6.0,12-15 PM,March,week4
2019-03-30,Naypyitaw,Member,Female,Food and beverages,8,29.01,609.17,Credit card,4.76,29.01,4.0,18-21 PM,March,29-31
2019-02-16,Naypyitaw,Member,Male,Electronic accessories,5,3.01,63.26,Ewallet,4.76,3.01,5.5,15-18 PM,February,week3
2019-01-18,Yangon,Member,Male,Home and lifestyle,9,8.71,182.95,Ewallet,4.76,8.71,8.7,18-21 PM,January,week3
2019-03-30,Naypyitaw,Normal,Male,Health and beauty,6,21.06,442.32,Cash,4.76,21.06,7.4,12-15 PM,March,29-31
2019-03-20,Mandalay,Member,Male,Fashion accessories,1,1.68,35.31,Cash,4.76,1.68,5.6,18-21 PM,March,week3
2019-01-16,Naypyitaw,Member,Female,Sports and travel,2,1.55,32.53,Cash,4.76,1.55,6.3,12-15 PM,January,week3
2019-02-24,Naypyitaw,Normal,Male,Electronic accessories,10,12.37,259.77,Cash,4.76,12.37,7.1,15-18 PM,February,week4
2019-01-15,Mandalay,Normal,Male,Electronic accessories,5,18.92,397.22,Ewallet,4.76,18.92,7.8,15-18 PM,January,week3
2019-01-22,Mandalay,Normal,Female,Health and beauty,6,16.74,351.6,Cash,4.76,16.74,9.9,9-12 AM,January,week4
2019-02-03,Yangon,Member,Male,Home and lifestyle,10,36.39,764.19,Cash,4.76,36.39,7.3,15-18 PM,February,week1
2019-03-06,Mandalay,Member,Male,Sports and travel,9,16.79,352.67,Ewallet,4.76,16.79,5.1,15-18 PM,March,week1
2019-02-16,Mandalay,Member,Male,Fashion accessories,4,12.04,252.76,Credit card,4.76,12.04,9.4,15-18 PM,February,week3
2019-03-14,Yangon,Normal,Female,Electronic accessories,3,2.35,49.42,Credit card,4.76,2.35,5.8,12-15 PM,March,week2
2019-02-27,Naypyitaw,Normal,Female,Electronic accessories,1,4.98,104.67,Credit card,4.76,4.98,8.0,9-12 AM,February,week4
2019-01-18,Yangon,Member,Female,Fashion accessories,3,13.22,277.67,Ewallet,4.76,13.22,7.9,9-12 AM,January,week3
2019-01-29,Yangon,Member,Female,Sports and travel,5,6.98,146.63,Cash,4.76,6.98,5.9,15-18 PM,January,29-31
2019-02-26,Yangon,Member,Male,Fashion accessories,1,2.77,58.22,Credit card,4.76,2.77,4.9,15-18 PM,February,week4
2019-02-03,Mandalay,Normal,Female,Sports and travel,3,6.45,135.36,Cash,4.76,6.45,9.3,9-12 AM,February,week1
2019-01-16,Naypyitaw,Member,Male,Sports and travel,7,6.0,125.98,Credit card,4.76,6.0,7.9,9-12 AM,January,week3
2019-03-24,Mandalay,Member,Female,Fashion accessories,6,17.62,370.12,Credit card,4.76,17.62,5.9,15-18 PM,March,week4
2019-02-12,Naypyitaw,Member,Female,Food and beverages,10,43.55,914.55,Credit card,4.76,43.55,9.9,12-15 PM,February,week2
2019-02-21,Naypyitaw,Normal,Female,Sports and travel,2,9.88,207.48,Cash,4.76,9.88,7.7,9-12 AM,February,week3
2019-02-04,Yangon,Normal,Female,Fashion accessories,4,9.73,204.25,Ewallet,4.76,9.73,7.6,15-18 PM,February,week1
2019-02-20,Mandalay,Member,Male,Food and beverages,3,8.66,181.88,Ewallet,4.76,8.66,7.7,12-15 PM,February,week3
2019-02-23,Mandalay,Normal,Female,Health and beauty,4,3.59,75.47,Ewallet,4.76,3.59,6.4,18-21 PM,February,week4
2019-02-16,Naypyitaw,Member,Female,Health and beauty,6,14.31,300.57,Ewallet,4.76,14.31,4.4,12-15 PM,February,week3
2019-01-17,Mandalay,Normal,Female,Sports and travel,2,4.06,85.3,Credit card,4.76,4.06,4.1,9-12 AM,January,week3
2019-01-14,Yangon,Member,Male,Fashion accessories,10,28.02,588.42,Ewallet,4.76,28.02,4.4,18-21 PM,January,week2
2019-03-30,Mandalay,Member,Male,Food and beverages,2,9.34,196.14,Cash,4.76,9.34,5.5,15-18 PM,March,29-31
2019-03-02,Mandalay,Normal,Female,Health and beauty,3,11.01,231.24,Ewallet,4.76,11.01,4.0,12-15 PM,March,week1
2019-02-15,Naypyitaw,Normal,Male,Health and beauty,8,13.46,282.58,Credit card,4.76,13.46,9.3,15-18 PM,February,week3
2019-03-01,Yangon,Normal,Female,Electronic accessories,10,22.74,477.54,Credit card,4.76,22.74,4.8,9-12 AM,March,week1
2019-02-24,Mandalay,Member,Male,Fashion accessories,2,8.38,175.92,Cash,4.76,8.38,4.6,18-21 PM,February,week4
2019-02-19,Mandalay,Member,Female,Sports and travel,7,22.43,470.99,Credit card,4.76,22.43,7.3,18-21 PM,February,week3
2019-02-23,Yangon,Member,Female,Food and beverages,4,14.69,308.57,Cash,4.76,14.69,6.0,15-18 PM,February,week4
2019-02-07,Naypyitaw,Normal,Male,Health and beauty,10,29.48,618.98,Ewallet,4.76,29.48,8.1,12-15 PM,February,week1
2019-01-11,Yangon,Member,Male,Food and beverages,6,14.55,305.55,Ewallet,4.76,14.55,9.4,12-15 PM,January,week2
2019-02-12,Mandalay,Member,Female,Electronic accessories,1,1.97,41.45,Cash,4.76,1.97,6.5,18-21 PM,February,week2
2019-01-14,Mandalay,Normal,Female,Sports and travel,1,1.74,36.55,Credit card,4.76,1.74,7.0,9-12 AM,January,week2
2019-01-09,Naypyitaw,Normal,Female,Fashion accessories,6,14.8,310.72,Ewallet,4.76,14.8,7.1,12-15 PM,January,week2
2019-02-27,Yangon,Member,Male,Fashion accessories,2,2.15,45.11,Ewallet,4.76,2.15,6.6,9-12 AM,February,week4
2019-01-24,Mandalay,Member,Female,Sports and travel,6,6.92,145.4,Ewallet,4.76,6.92,4.9,18-21 PM,January,week4
2019-01-08,Mandalay,Member,Female,Home and lifestyle,2,4.91,103.11,Credit card,4.76,4.91,6.4,12-15 PM,January,week2
2019-01-08,Mandalay,Member,Female,Sports and travel,2,6.48,136.14,Credit card,4.76,6.48,8.0,9-12 AM,January,week2
2019-01-16,Yangon,Member,Male,Home and lifestyle,10,31.78,667.38,Cash,4.76,31.78,4.3,15-18 PM,January,week3
2019-03-13,Naypyitaw,Member,Male,Sports and travel,2,7.29,153.05,Cash,4.76,7.29,6.1,12-15 PM,March,week2
2019-02-15,Yangon,Normal,Female,Food and beverages,3,10.06,211.36,Cash,4.76,10.06,7.5,9-12 AM,February,week3
2019-01-25,Naypyitaw,Member,Female,Sports and travel,9,31.59,663.3,Cash,4.76,31.59,6.7,12-15 PM,January,week4
2019-03-12,Naypyitaw,Member,Male,Food and beverages,7,19.26,404.54,Ewallet,4.76,19.26,5.2,18-21 PM,March,week2
2019-03-04,Yangon,Member,Male,Health and beauty,10,24.32,510.62,Cash,4.76,24.32,8.8,12-15 PM,March,week1
2019-02-10,Naypyitaw,Member,Female,Fashion accessories,7,25.68,539.34,Cash,4.76,25.68,9.5,12-15 PM,February,week2
2019-01-16,Naypyitaw,Normal,Female,Food and beverages,9,23.67,497.07,Cash,4.76,23.67,7.6,12-15 PM,January,week3
2019-01-29,Yangon,Member,Female,Home and lifestyle,5,21.84,458.69,Cash,4.76,21.84,6.6,18-21 PM,January,29-31
2019-01-01,Yangon,Member,Female,Sports and travel,4,5.41,113.57,Ewallet,4.76,5.41,6.9,18-21 PM,January,week1
2019-01-06,Mandalay,Normal,Male,Home and lifestyle,4,12.44,261.2,Ewallet,4.76,12.44,4.3,18-21 PM,January,week1
2019-02-19,Yangon,Member,Male,Electronic accessories,9,31.31,657.53,Credit card,4.76,31.31,7.8,18-21 PM,February,week3
2019-01-12,Naypyitaw,Normal,Male,Home and lifestyle,10,48.75,1023.75,Ewallet,4.76,48.75,8.0,15-18 PM,January,week2
2019-02-07,Naypyitaw,Normal,Female,Fashion accessories,8,24.16,507.44,Ewallet,4.76,24.16,9.6,9-12 AM,February,week1
2019-03-27,Mandalay,Normal,Male,Food and beverages,3,4.85,101.81,Credit card,4.76,4.85,4.3,18-21 PM,March,week4
2019-02-27,Mandalay,Member,Female,Fashion accessories,10,9.88,207.58,Credit card,4.76,9.88,5.0,18-21 PM,February,week4
2019-01-06,Mandalay,Member,Male,Health and beauty,9,36.21,760.44,Cash,4.76,36.21,9.2,9-12 AM,January,week1
2019-03-02,Mandalay,Member,Female,Home and lifestyle,9,39.78,835.29,Cash,4.76,39.78,6.3,12-15 PM,March,week1
2019-03-29,Mandalay,Normal,Male,Health and beauty,7,25.12,527.51,Cash,4.76,25.12,8.9,12-15 PM,March,29-31
2019-01-31,Mandalay,Normal,Female,Electronic accessories,4,8.6,180.6,Ewallet,4.76,8.6,7.6,18-21 PM,January,29-31
2019-01-21,Naypyitaw,Member,Male,Food and beverages,1,3.45,72.43,Cash,4.76,3.45,4.8,18-21 PM,January,week3
2019-01-20,Naypyitaw,Normal,Male,Fashion accessories,8,6.25,131.21,Ewallet,4.76,6.25,9.1,18-21 PM,January,week3
2019-01-17,Yangon,Normal,Male,Sports and travel,3,3.86,80.96,Ewallet,4.76,3.86,6.1,15-18 PM,January,week3
2019-02-28,Yangon,Member,Male,Food and beverages,6,24.19,507.91,Cash,4.76,24.19,9.1,18-21 PM,February,week4
2019-03-19,Naypyitaw,Member,Female,Home and lifestyle,4,15.11,317.23,Ewallet,4.76,15.11,8.3,15-18 PM,March,week3
2019-02-19,Naypyitaw,Normal,Female,Electronic accessories,9,34.93,733.6,Ewallet,4.76,34.93,7.2,12-15 PM,February,week3
2019-02-04,Naypyitaw,Normal,Female,Health and beauty,9,6.23,130.88,Ewallet,4.76,6.23,6.0,12-15 PM,February,week1
2019-01-31,Naypyitaw,Member,Male,Fashion accessories,8,39.48,829.08,Ewallet,4.76,39.48,8.5,9-12 AM,January,29-31
2019-02-06,Yangon,Normal,Female,Health and beauty,5,8.92,187.32,Credit card,4.76,8.92,6.6,18-21 PM,February,week1
2019-03-28,Yangon,Member,Female,Fashion accessories,7,25.01,525.23,Ewallet,4.76,25.01,4.5,15-18 PM,March,week4
2019-01-19,Yangon,Member,Male,Electronic accessories,3,1.79,37.61,Credit card,4.76,1.79,8.1,12-15 PM,January,week3
2019-02-17,Yangon,Normal,Male,Fashion accessories,3,6.81,142.95,Credit card,4.76,6.81,7.2,12-15 PM,February,week3
2019-01-18,Mandalay,Member,Female,Fashion accessories,6,5.24,110.12,Credit card,4.76,5.24,6.1,12-15 PM,January,week3
2019-02-02,Mandalay,Normal,Female,Fashion accessories,7,8.95,187.87,Cash,4.76,8.95,7.1,18-21 PM,February,week1
2019-01-18,Naypyitaw,Member,Female,Sports and travel,9,40.78,856.45,Cash,4.76,40.78,5.1,12-15 PM,January,week3
2019-03-18,Mandalay,Normal,Male,Home and lifestyle,3,6.62,138.98,Credit card,4.76,6.62,7.9,12-15 PM,March,week3
2019-01-11,Naypyitaw,Member,Female,Food and beverages,7,12.87,270.26,Cash,4.76,12.87,7.4,18-21 PM,January,week2
2019-02-04,Mandalay,Member,Male,Food and beverages,4,4.67,98.03,Ewallet,4.76,4.67,7.4,18-21 PM,February,week1
2019-02-06,Naypyitaw,Member,Female,Health and beauty,8,11.4,239.4,Cash,4.76,11.4,6.6,12-15 PM,February,week1
2019-01-08,Naypyitaw,Member,Male,Home and lifestyle,3,8.34,175.05,Credit card,4.76,8.34,5.9,9-12 AM,January,week2
2019-03-05,Mandalay,Normal,Male,Sports and travel,10,34.87,732.27,Credit card,4.76,34.87,8.9,15-18 PM,March,week1
2019-03-16,Naypyitaw,Normal,Male,Fashion accessories,4,19.45,408.49,Ewallet,4.76,19.45,6.8,15-18 PM,March,week3
2019-03-09,Mandalay,Member,Female,Home and lifestyle,7,18.26,383.52,Cash,4.76,18.26,9.3,9-12 AM,March,week2
2019-03-01,Yangon,Member,Female,Fashion accessories,4,4.46,93.74,Credit card,4.76,4.46,4.4,15-18 PM,March,week1
2019-02-28,Yangon,Normal,Male,Health and beauty,3,8.4,176.4,Ewallet,4.76,8.4,4.8,18-21 PM,February,week4
2019-02-08,Yangon,Member,Male,Fashion accessories,1,0.98,20.68,Ewallet,4.76,0.98,9.5,9-12 AM,February,week2
2019-01-24,Mandalay,Normal,Male,Electronic accessories,7,26.56,557.72,Ewallet,4.76,26.56,8.9,9-12 AM,January,week4
2019-03-01,Mandalay,Member,Male,Food and beverages,1,2.69,56.41,Ewallet,4.76,2.69,6.4,18-21 PM,March,week1
2019-03-10,Naypyitaw,Member,Male,Health and beauty,10,40.98,860.48,Credit card,4.76,40.98,6.0,12-15 PM,March,week2
2019-03-23,Naypyitaw,Member,Female,Home and lifestyle,7,28.42,596.82,Credit card,4.76,28.42,8.1,15-18 PM,March,week4
2019-01-29,Naypyitaw,Normal,Male,Electronic accessories,10,29.38,616.98,Ewallet,4.76,29.38,9.0,12-15 PM,January,29-31
2019-01-12,Mandalay,Member,Male,Electronic accessories,8,36.62,769.1,Ewallet,4.76,36.62,6.0,15-18 PM,January,week2
2019-03-20,Yangon,Normal,Male,Home and lifestyle,9,42.28,887.92,Cash,4.76,42.28,9.8,9-12 AM,March,week3
2019-03-23,Naypyitaw,Normal,Male,Home and lifestyle,7,19.46,408.73,Cash,4.76,19.46,8.5,12-15 PM,March,week4
2019-01-14,Naypyitaw,Normal,Male,Food and beverages,1,4.24,89.07,Ewallet,4.76,4.24,8.8,12-15 PM,January,week2
2019-02-12,Yangon,Member,Female,Sports and travel,2,7.16,150.42,Ewallet,4.76,7.16,8.8,12-15 PM,February,week2
2019-02-20,Yangon,Member,Male,Home and lifestyle,2,3.77,79.15,Ewallet,4.76,3.77,9.5,12-15 PM,February,week3
2019-01-02,Naypyitaw,Member,Female,Sports and travel,8,12.67,266.03,Credit card,4.76,12.67,5.6,15-18 PM,January,week1
2019-02-02,Naypyitaw,Member,Female,Food and beverages,1,1.92,40.34,Cash,4.76,1.92,8.6,15-18 PM,February,week1
2019-01-08,Mandalay,Member,Male,Fashion accessories,10,32.62,684.92,Credit card,4.76,32.62,5.2,18-21 PM,January,week2
2019-01-30,Naypyitaw,Member,Female,Home and lifestyle,5,2.63,55.28,Credit card,4.76,2.63,5.8,12-15 PM,January,29-31
2019-03-26,Mandalay,Member,Female,Home and lifestyle,9,5.53,116.14,Credit card,4.76,5.53,8.0,18-21 PM,March,week4
2019-01-15,Naypyitaw,Member,Male,Health and beauty,7,28.43,597.04,Cash,4.76,28.43,9.0,18-21 PM,January,week3
2019-03-14,Mandalay,Member,Female,Fashion accessories,4,4.46,93.74,Ewallet,4.76,4.46,4.1,9-12 AM,March,week2
2019-02-03,Yangon,Normal,Female,Food and beverages,5,6.82,143.22,Credit card,4.76,6.82,8.6,9-12 AM,February,week1
2019-02-22,Yangon,Member,Female,Electronic accessories,10,8.71,182.91,Ewallet,4.76,8.71,7.0,9-12 AM,February,week4
2019-01-24,Mandalay,Normal,Male,Home and lifestyle,5,18.32,384.72,Ewallet,4.76,18.32,8.4,12-15 PM,January,week4
2019-01-25,Naypyitaw,Member,Female,Fashion accessories,3,12.73,267.34,Ewallet,4.76,12.73,7.4,15-18 PM,January,week4
2019-03-09,Yangon,Normal,Female,Fashion accessories,8,38.92,817.24,Credit card,4.76,38.92,6.2,12-15 PM,March,week2
2019-02-17,Mandalay,Member,Female,Electronic accessories,8,14.3,300.22,Ewallet,4.76,14.3,4.9,12-15 PM,February,week3
2019-01-11,Yangon,Normal,Female,Home and lifestyle,6,28.96,608.08,Cash,4.76,28.96,4.5,9-12 AM,January,week2
2019-02-27,Yangon,Member,Male,Food and beverages,10,9.43,197.92,Ewallet,4.76,9.43,5.6,15-18 PM,February,week4
2019-03-25,Yangon,Normal,Female,Food and beverages,4,11.08,232.64,Ewallet,4.76,11.08,8.0,12-15 PM,March,week4
2019-02-11,Mandalay,Member,Female,Food and beverages,10,38.6,810.6,Credit card,4.76,38.6,5.6,9-12 AM,February,week2
2019-01-31,Mandalay,Normal,Male,Electronic accessories,10,36.06,757.36,Credit card,4.76,36.06,4.2,12-15 PM,January,29-31
2019-01-20,Yangon,Member,Female,Fashion accessories,8,25.55,536.59,Ewallet,4.76,25.55,9.9,15-18 PM,January,week3
2019-03-26,Yangon,Member,Female,Health and beauty,5,2.67,56.12,Ewallet,4.76,2.67,7.6,9-12 AM,March,week4
2019-01-20,Yangon,Member,Male,Health and beauty,4,11.1,233.1,Credit card,4.76,11.1,6.6,15-18 PM,January,week3
2019-03-05,Mandalay,Normal,Female,Home and lifestyle,8,38.18,801.86,Ewallet,4.76,38.18,4.7,18-21 PM,March,week1
2019-01-05,Naypyitaw,Normal,Female,Fashion accessories,3,11.41,239.59,Credit card,4.76,11.41,9.8,18-21 PM,January,week1
2019-02-13,Mandalay,Normal,Male,Sports and travel,6,4.11,86.25,Cash,4.76,4.11,6.3,12-15 PM,February,week2
2019-03-16,Mandalay,Normal,Female,Electronic accessories,4,19.13,401.69,Cash,4.76,19.13,7.9,18-21 PM,March,week3
2019-01-15,Yangon,Normal,Female,Home and lifestyle,6,3.43,72.01,Cash,4.76,3.43,7.7,15-18 PM,January,week3
2019-02-26,Mandalay,Member,Female,Sports and travel,4,19.11,401.27,Ewallet,4.76,19.11,4.5,9-12 AM,February,week4
2019-02-27,Naypyitaw,Member,Female,Health and beauty,7,30.05,631.14,Credit card,4.76,30.05,8.0,18-21 PM,February,week4
2019-02-17,Naypyitaw,Member,Female,Sports and travel,7,23.8,499.73,Ewallet,4.76,23.8,5.7,15-18 PM,February,week3
2019-02-06,Naypyitaw,Normal,Female,Food and beverages,1,2.62,55.04,Credit card,4.76,2.62,6.3,9-12 AM,February,week1
2019-01-17,Naypyitaw,Member,Male,Food and beverages,2,6.56,137.86,Cash,4.76,6.56,6.0,15-18 PM,January,week3
2019-01-22,Mandalay,Normal,Female,Food and beverages,5,7.22,151.51,Credit card,4.76,7.22,8.0,15-18 PM,January,week4
2019-03-05,Naypyitaw,Member,Male,Health and beauty,7,22.86,480.03,Credit card,4.76,22.86,4.2,15-18 PM,March,week1
2019-01-03,Mandalay,Normal,Male,Sports and travel,1,4.67,98.05,Cash,4.76,4.67,9.6,12-15 PM,January,week1
2019-03-20,Naypyitaw,Member,Male,Sports and travel,5,6.31,132.56,Cash,4.76,6.31,6.1,15-18 PM,March,week3
2019-01-31,Mandalay,Member,Male,Electronic accessories,9,39.54,830.37,Ewallet,4.76,39.54,5.6,18-21 PM,January,29-31
2019-02-19,Naypyitaw,Normal,Male,Health and beauty,8,8.72,183.12,Cash,4.76,8.72,8.3,18-21 PM,February,week3
2019-02-11,Yangon,Normal,Female,Sports and travel,4,18.95,397.99,Ewallet,4.76,18.95,7.8,15-18 PM,February,week2
2019-02-05,Yangon,Member,Female,Fashion accessories,1,1.53,32.15,Credit card,4.76,1.53,4.1,12-15 PM,February,week1
2019-03-03,Naypyitaw,Normal,Female,Home and lifestyle,8,17.6,369.68,Cash,4.76,17.6,8.8,15-18 PM,March,week1
2019-02-24,Naypyitaw,Member,Female,Health and beauty,5,2.54,53.34,Ewallet,4.76,2.54,4.1,12-15 PM,February,week4
2019-02-04,Yangon,Normal,Male,Electronic accessories,7,26.1,548.16,Credit card,4.76,26.1,9.0,15-18 PM,February,week1
2019-02-19,Naypyitaw,Normal,Male,Electronic accessories,8,28.76,603.88,Ewallet,4.76,28.76,5.5,9-12 AM,February,week3
2019-01-23,Naypyitaw,Normal,Female,Health and beauty,5,2.75,57.7,Credit card,4.76,2.75,9.3,9-12 AM,January,week4
2019-01-14,Naypyitaw,Member,Male,Health and beauty,3,9.07,190.48,Credit card,4.76,9.07,5.6,9-12 AM,January,week2
2019-01-17,Yangon,Normal,Male,Sports and travel,7,20.62,432.99,Ewallet,4.76,20.62,9.7,12-15 PM,January,week3
2019-03-03,Yangon,Normal,Male,Fashion accessories,1,2.32,48.73,Credit card,4.76,2.32,4.0,18-21 PM,March,week1
2019-02-15,Naypyitaw,Member,Male,Health and beauty,4,13.71,287.91,Credit card,4.76,13.71,9.2,18-21 PM,February,week3
2019-01-15,Mandalay,Normal,Female,Home and lifestyle,10,48.68,1022.38,Credit card,4.76,48.68,4.9,12-15 PM,January,week3
2019-02-27,Yangon,Member,Male,Electronic accessories,7,32.41,680.61,Credit card,4.76,32.41,9.3,12-15 PM,February,week4
2019-02-26,Yangon,Normal,Female,Electronic accessories,2,4.66,97.88,Credit card,4.76,4.66,6.6,9-12 AM,February,week4
2019-03-15,Mandalay,Normal,Male,Fashion accessories,2,2.72,57.08,Ewallet,4.76,2.72,4.3,15-18 PM,March,week3
2019-01-24,Naypyitaw,Member,Female,Home and lifestyle,1,3.04,63.91,Cash,4.76,3.04,5.5,12-15 PM,January,week4
2019-02-22,Yangon,Member,Female,Sports and travel,10,12.24,257.14,Cash,4.76,12.24,8.1,12-15 PM,February,week4
2019-03-15,Mandalay,Normal,Male,Health and beauty,1,4.64,97.42,Credit card,4.76,4.64,9.8,9-12 AM,March,week3
2019-02-11,Naypyitaw,Member,Male,Home and lifestyle,5,21.67,455.12,Ewallet,4.76,21.67,9.4,18-21 PM,February,week2
2019-01-12,Mandalay,Normal,Male,Sports and travel,6,6.9,144.96,Ewallet,4.76,6.9,7.9,15-18 PM,January,week2
2019-03-03,Naypyitaw,Member,Female,Electronic accessories,8,12.08,253.68,Ewallet,4.76,12.08,5.1,18-21 PM,March,week1
2019-03-23,Naypyitaw,Member,Male,Fashion accessories,7,23.59,495.32,Ewallet,4.76,23.59,6.9,12-15 PM,March,week4
2019-03-04,Yangon,Member,Female,Fashion accessories,9,22.03,462.67,Cash,4.76,22.03,8.0,9-12 AM,March,week1
2019-02-23,Mandalay,Member,Female,Electronic accessories,9,34.02,714.33,Cash,4.76,34.02,8.0,9-12 AM,February,week4
2019-03-17,Yangon,Normal,Female,Home and lifestyle,4,15.49,325.37,Cash,4.76,15.49,4.2,15-18 PM,March,week3
2019-01-16,Yangon,Normal,Female,Sports and travel,2,9.32,195.68,Credit card,4.76,9.32,8.5,18-21 PM,January,week3
2019-01-08,Yangon,Normal,Female,Electronic accessories,4,10.05,210.97,Cash,4.76,10.05,9.0,15-18 PM,January,week2
2019-01-14,Mandalay,Normal,Female,Health and beauty,1,0.89,18.64,Cash,4.76,0.89,8.6,9-12 AM,January,week2
2019-01-31,Naypyitaw,Normal,Female,Fashion accessories,10,31.09,652.89,Ewallet,4.76,31.09,6.0,9-12 AM,January,29-31
2019-03-15,Mandalay,Normal,Male,Health and beauty,8,4.3,90.3,Ewallet,4.76,4.3,6.2,12-15 PM,March,week3
2019-02-24,Yangon,Normal,Female,Electronic accessories,10,20.13,422.73,Credit card,4.76,20.13,5.0,15-18 PM,February,week4
2019-02-08,Naypyitaw,Member,Female,Sports and travel,5,16.24,341.09,Credit card,4.76,16.24,6.5,12-15 PM,February,week2
2019-03-22,Yangon,Normal,Male,Electronic accessories,1,4.76,99.91,Cash,4.76,4.76,6.0,12-15 PM,March,week4
2019-01-24,Yangon,Member,Female,Electronic accessories,8,19.45,408.41,Cash,4.76,19.45,5.0,9-12 AM,January,week4
2019-03-14,Mandalay,Normal,Female,Food and beverages,8,21.28,446.96,Ewallet,4.76,21.28,5.0,15-18 PM,March,week2
2019-01-23,Naypyitaw,Normal,Female,Fashion accessories,7,15.9,333.98,Cash,4.76,15.9,9.2,9-12 AM,January,week4
2019-01-19,Yangon,Normal,Male,Food and beverages,8,13.55,284.59,Ewallet,4.76,13.55,9.6,18-21 PM,January,week3
2019-01-27,Mandalay,Member,Male,Health and beauty,4,19.23,403.87,Credit card,4.76,19.23,8.4,18-21 PM,January,week4
2019-02-03,Mandalay,Member,Male,Food and beverages,5,11.79,247.59,Credit card,4.76,11.79,6.0,12-15 PM,February,week1
2019-03-25,Mandalay,Normal,Male,Electronic accessories,4,10.58,222.14,Ewallet,4.76,10.58,6.7,15-18 PM,March,week4
2019-02-24,Yangon,Member,Female,Home and lifestyle,2,4.77,100.13,Credit card,4.76,4.77,4.1,9-12 AM,February,week4
2019-02-07,Naypyitaw,Member,Male,Sports and travel,1,0.51,10.68,Cash,4.76,0.51,5.9,12-15 PM,February,week1
2019-03-04,Yangon,Normal,Female,Health and beauty,3,10.31,216.44,Cash,4.76,10.31,8.7,9-12 AM,March,week1
2019-02-14,Mandalay,Member,Female,Sports and travel,7,21.03,441.59,Credit card,4.76,21.03,4.5,9-12 AM,February,week2
2019-01-29,Yangon,Member,Female,Sports and travel,4,4.4,92.44,Credit card,4.76,4.4,6.6,15-18 PM,January,29-31
2019-01-28,Mandalay,Member,Female,Health and beauty,9,32.45,681.44,Credit card,4.76,32.45,7.7,12-15 PM,January,week4
2019-03-26,Yangon,Member,Male,Fashion accessories,3,6.19,130.03,Credit card,4.76,6.19,8.5,18-21 PM,March,week4
2019-03-24,Naypyitaw,Normal,Male,Electronic accessories,10,32.48,681.98,Cash,4.76,32.48,5.2,15-18 PM,March,week4
2019-01-01,Yangon,Member,Female,Electronic accessories,10,37.11,779.31,Credit card,4.76,37.11,4.3,12-15 PM,January,week1
2019-01-24,Yangon,Normal,Male,Electronic accessories,8,4.22,88.7,Cash,4.76,4.22,7.6,15-18 PM,January,week4
2019-02-25,Mandalay,Normal,Male,Health and beauty,4,12.51,262.79,Cash,4.76,12.51,9.5,18-21 PM,February,week4
2019-01-09,Mandalay,Member,Female,Sports and travel,8,4.74,99.54,Cash,4.76,4.74,4.1,15-18 PM,January,week2
2019-02-14,Yangon,Member,Male,Health and beauty,1,4.57,95.86,Ewallet,4.76,4.57,9.2,12-15 PM,February,week2
2019-03-12,Mandalay,Member,Female,Home and lifestyle,7,14.26,299.37,Ewallet,4.76,14.26,5.4,9-12 AM,March,week2
